HydroID,Cost,PA_50
207,1.678293613,0
208,1.928642682,0
209,0.36419371,0
210,0.400257813,0
211,0.08303562,0
212,0.210493948,0
213,0.37557077,0
214,0.956380929,1
215,0.08303562,0
216,0.08303562,0
217,0.085818294,0
218,0.53664127,0
219,0.098542491,0
220,0.171325496,0
221,0.376877004,0
222,3.137136203,0
223,2.23403919,0
224,0.773420395,0
225,1.305452699,0
226,1.5402502,0
227,1.454830182,0
228,0.114154192,1
229,0.085240365,0
230,2.056922732,0
231,0.08303562,0
232,0.309158885,0
233,0.08303562,0
234,0.08303562,0
235,0.299942111,0
236,0.124458233,0
237,1.020436564,0
238,0.346539108,0
239,0.23022464,0
240,1.387637079,0
241,0.422979971,0
242,0.195580103,0
243,0.717413909,0
244,0.08303562,0
245,6.348246493,0
246,0.08303562,0
247,0.08303562,0
248,0.76882811,0
249,0.08303562,0
250,0.08303562,0
251,0.565257749,0
252,0.374699799,0
253,0.08303562,0
254,0.08303562,0
255,0.215589515,0
256,0.208512758,0
257,0.08303562,0
258,0.08303562,0
259,0.08303562,0
260,0.165603442,0
261,0.08303562,0
262,0.415851352,0
263,0.355166673,0
264,0.438021643,0
265,0.158061638,0
266,0.08303562,0
267,0.08303562,1
268,0.08303562,1
